FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-581e,Savanes,Tône,Tône 1,Pana,Ganlore,Marché Ganlore,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.3252199923019762 10.737354115999018, 0.3257599519281396 10.737294871694505, 0.3257160973392125 10.73630656726511, 0.3251651740658176 10.736357732968864, 0.3252199923019762 10.737354115999018)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-581d,Savanes,Tône,Tône 1,Pana,Molbagou,Marché de Molbagou,"{lundi,vendredi}",Non,"MULTIPOLYGON (((0.3113077070971264 10.74023441665021, 0.3118755190607299 10.740124050233042, 0.3118755190607299 10.740124050233042, 0.3117155343087446 10.739472866029612, 0.3112274175654424 10.739545041687833, 0.3112274175654424 10.739545041687833, 0.3113077070971264 10.74023441665021)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-581c,Savanes,Tône,Tône 1,Pana,Nayelikpani,Marché de Toubong,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.2877883333333333 10.761556666666669, 0.2881133333333333 10.762294999999998, 0.2869333333333334 10.762720000000002, 0.28638 10.761808333333333, 0.2877883333333333 10.761556666666669)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-581b,Savanes,Tône,Tône 1,Pana,Koumbogou,Marché de Koumbogou,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.2198983333333333 10.760035, 0.2197233333333334 10.759948333333334, 0.2197033333333333 10.760005000000001, 0.2197333333333333 10.760074999999999, 0.2198633333333334 10.760113333333333, 0.2198983333333333 10.760035)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-581a,Savanes,Tône,Tône 1,Pana,Nanloigue,Marché Nanloigue,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.2583808512549274 10.7812387355728, 0.2584716316044943 10.781424193943643, 0.2594428875269214 10.781210404531935, 0.2593902499197907 10.781071209441523, 0.2583808512549274 10.7812387355728)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5819,Savanes,Tône,Tône 1,Pana,Boundjoare,Marché de Boundjoare,"{lundi,vendredi}",Non,"MULTIPOLYGON (((0.286985 10.77429, 0.286375 10.774438333333334, 0.2860266666666666 10.773715000000001, 0.28695 10.773293333333333, 0.286985 10.77429)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5818,Savanes,Tandjoaré,Tandjoaré 2,Lokpano,Lokpano,Marché de Lokpano,"{mardi,vendredi}",Oui,"MULTIPOLYGON (((0.1145023479031705 10.610826845117884, 0.1147421128564144 10.610454544159717, 0.1149002556979156 10.610272780901019, 0.1151872084345105 10.609946860304591, 0.115729230270301 10.609437922063284, 0.1158401853284511 10.609559515759505, 0.1156845931779418 10.610116088349928, 0.115619550557647 10.6103818388692, 0.1158146784185315 10.610383092408838, 0.1157662152896844 10.61067892761974, 0.1145023479031705 10.610826845117884)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5817,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Marché Djakpaga,"{lundi,samedi,jeudi}",Non,"MULTIPOLYGON (((0.2379177837737014 11.061721651845364, 0.237495054678148 11.061319222586809, 0.2377613740083466 11.06035256035748, 0.2383637629695101 11.060464577173972, 0.2387928330014966 11.060389899301063, 0.238129148321478 11.06171127996419, 0.2379494884558678 11.06173824685447, 0.2379494884558678 11.06173824685447, 0.2379177837737014 11.061721651845364)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5816,Savanes,Tône,Tône 1,Kourientre,Koutoule,Marché de Koutoule,"{samedi,mercredi}",Non,"MULTIPOLYGON (((0.2248565672112103 10.97779051622733, 0.2241462992235327 10.977200862158563, 0.2247994717138086 10.9767154616331, 0.2254663471234609 10.9771358431968, 0.2254754824030452 10.97756967634325, 0.2252094173851531 10.9777434336263, 0.2248565672112103 10.97779051622733)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5815,Savanes,Tône,Tône 1,Kourientre,Kourientre,Marché de Kourientre,"{vendredi,mardi}",Non,"MULTIPOLYGON (((0.2315862233360546 11.012671636103898, 0.2314712461589418 11.013764964042792, 0.2327096461707603 11.01368972440075, 0.2325707154150824 11.012542317477008, 0.2315862233360546 11.012671636103898)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5814,Savanes,Tône,Tône 1,Dapaong,Dapankpergou,Marché Dapankpergou,"{samedi,mercredi}",Oui,"MULTIPOLYGON (((0.2141083333333333 10.84952, 0.2133383333333333 10.848708333333331, 0.2133383333333333 10.848708333333331, 0.2153533333333333 10.846813333333333, 0.216225 10.847733333333334, 0.2141083333333333 10.84952)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5813,Savanes,Tône,Tône 1,Dapaong,Bolkougue,Marché de Bolkougue,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.2351383333333333 10.825016666666667, 0.2350583333333333 10.824976666666664, 0.234205 10.826226666666665, 0.2342433333333333 10.826223333333333, 0.2351383333333333 10.825016666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5812,Savanes,Tône,Tône 1,Dapaong,Worgou,Marché de Worgou,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((0.2009764698334206 10.850768081644862, 0.2007568869170204 10.850223057203177, 0.2015473854160608 10.850066215453097, 0.2017589834991374 10.85054850357206, 0.2009764698334206 10.850768081644862)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5811,Maritime,Avé,Avé 2,Aképé,Akepe,Marché Akepe,{jeudi},Oui,"MULTIPOLYGON (((1.0572532561301413 6.241145042786984, 1.0571849545133145 6.240977563978265, 1.0576342273706627 6.240526427101063, 1.0578770775638235 6.240932299426178, 1.0578618994267515 6.241389471222542, 1.0575628901264218 6.24143473573513, 1.0574642322354502 6.2410952517953895, 1.0574642322354502 6.2410952517953895, 1.0572532561301413 6.241145042786984)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5810,Savanes,Tône,Tône 1,Dapaong,Napienboug,Marché de Lantilgle,{dimanche},Non,"MULTIPOLYGON (((0.1961166666666667 10.812261666666666, 0.1959255856255018 10.8123045928369, 0.195926319934404 10.812395074240447, 0.19594 10.812746666666666, 0.1959491913493975 10.812986036992735, 0.196165 10.812966666666666, 0.1961166666666667 10.812261666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580f,Savanes,Tône,Tône 1,Dapaong,Tomone,Marché Mombale,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((0.1890066666666667 10.866523882690881, 0.1888804395219857 10.866939086352044, 0.1882056846564023 10.867083873951362, 0.1875596623923041 10.86652295463944, 0.1890066666666667 10.866523882690881)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580e,Savanes,Tône,Tône 1,Dapaong,Kpadongue,Marché de Kapokier,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((0.1853033333333333 10.861728333333334, 0.1852416666666667 10.862234999999998, 0.185185 10.86189, 0.1836616666666667 10.861791666666667, 0.1853016666666666 10.86172147376794, 0.1853033333333333 10.861728333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580d,Savanes,Tône,Tône 1,Dapaong,Tantigou Barage,Marché de Tantigou Barage,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.1640383333333333 10.882530000000001, 0.1642016666666667 10.882538333333333, 0.1642266666666667 10.882213333333334, 0.1639633333333333 10.882086666666664, 0.1640383333333333 10.882530000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580c,Savanes,Tône,Tône 1,Dapaong,Nadegre,Marché de Nadégré,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.1927447283695701 10.840610575839472, 0.1929307549423086 10.840547884712818, 0.1929052100955388 10.840024360798006, 0.1924355847085198 10.84000465982135, 0.1927447283695701 10.840610575839472)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580b,Savanes,Tône,Tône 1,Dapaong,Nassable 2,Marché de Nassablé 2,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.1990541302415587 10.886589131738258, 0.1988449342174529 10.886517497249667, 0.1988449342174529 10.886517497249667, 0.1985748482843136 10.886325090480174, 0.1990022833883221 10.885619992610486, 0.1992860970670984 10.88578793132102, 0.1990541302415587 10.886589131738258)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-580a,Savanes,Tône,Tône 2,Nanergou,Toulonga,Marché de Toulonga,"{vendredi,mardi}",Non,"MULTIPOLYGON (((0.1413416666666666 10.864103333333333, 0.1410483333333333 10.864058333333332, 0.1410116666666666 10.864316666666666, 0.1413116666666667 10.864386666666666, 0.1413416666666666 10.864103333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5809,Savanes,Tône,Tône 1,Dapaong,Pana Bagou,Marché de Pana Bagou,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((0.2470787942543473 10.790249805411056, 0.2472041664372164 10.790912296297627, 0.2469145134630016 10.79129237855103, 0.246551366450553 10.790995107555792, 0.2470787942543473 10.790249805411056)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5808,Savanes,Tône,Tône 1,Dapaong,Babona,Marché Babona,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.2957616666666666 10.818576666666669, 0.2956433333333334 10.818781666666666, 0.2948016666666666 10.818381666666669, 0.29498 10.818091666666666, 0.2957616666666666 10.818576666666669)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5807,Savanes,Tône,Tône 1,Dapaong,Tangbare,Marché de Tangbare,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.278765 10.810713779867921, 0.2788366666666667 10.809856666666667, 0.2792283333333333 10.809840000000001, 0.279665 10.810823333333333, 0.278765 10.810713779867921)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5806,Savanes,Tône,Tône 1,Dapaong,Nagnong,Marché de Lantante,"{dimanche,jeudi}",Non,"MULTIPOLYGON (((0.1834202227666172 10.816909039540963, 0.18224 10.817481666666668, 0.1823568069355984 10.816530729033392, 0.1823568069355984 10.816530729033392, 0.1823568069355984 10.816530729033392, 0.1825144966955193 10.816497890654087, 0.1823733333333333 10.816303333333334, 0.183275 10.815945, 0.1834202227666172 10.816909039540963)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5805,Savanes,Tône,Tône 1,Dapaong,Koboato,Marché de Koboato,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.206655 10.918173333333334, 0.20799 10.91836, 0.20799 10.91836, 0.20799 10.91836, 0.2080716666666666 10.91931, 0.2069326776642889 10.919292757582959, 0.206655 10.918173333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5804,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Gnamassi,Marché de Gnamassi,"{mardi,vendredi}",Non,"MULTIPOLYGON (((1.1766006782636962 6.257939735855369, 1.1762684573850917 6.258148716607726, 1.1764657135317633 6.258380917345642, 1.176774575129841 6.258192576755014, 1.1766006782636962 6.257939735855369)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5803,Savanes,Tône,Tône 1,Dapaong,Sibortoti,Marché Sibortoti,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.1894516666666667 10.911698333333334, 0.1895220608892793 10.911387772349812, 0.190117836383098 10.911660886733033, 0.1900010849894967 10.911935686754207, 0.1894516666666667 10.911698333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5802,Savanes,Tône,Tône 1,Dapaong,Dampioug,Marché de Dampioug,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.2247833333333333 10.936745, 0.2245525769921054 10.937037495846704, 0.2252652072704664 10.937336743364588, 0.2254318579514699 10.937072834346973, 0.2247833333333333 10.936745)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5801,Savanes,Tône,Tône 1,Dapaong,Kpadjenta,Marché de Kpadjenta,"{dimanche,jeudi}",Non,"MULTIPOLYGON (((0.2173383333333333 10.944065, 0.2181177683658503 10.943725044845156, 0.2179161821207124 10.944871868526185, 0.2177716666666667 10.944725000000002, 0.2173383333333333 10.944065)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5800,Savanes,Tône,Tône 1,Toaga,Kounkoate,Marché de Assigame,"{samedi,mercredi}",Non,"MULTIPOLYGON (((0.2633983333333334 10.899506666666666, 0.2630366666666666 10.899208333333336, 0.263205 10.899003333333333, 0.263625 10.899181666666667, 0.2633983333333334 10.899506666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57ff,Savanes,Tône,Tône 4,Korbongou,Bagname,Marché de Bagname,"{lundi,jeudi}",Non,"MULTIPOLYGON (((0.2993071443776324 10.931096607417734, 0.2993119604354258 10.931131809773579, 0.2992696861503504 10.93137717533185, 0.2992316928055355 10.931482256879317, 0.2992204553373509 10.931491188809137, 0.2992161743970901 10.931541627937184, 0.2992686159152851 10.931564745868004, 0.2996143849782709 10.931669593586392, 0.2997674531604881 10.931829132810089, 0.2998090563074499 10.931834527854805, 0.2998090563074499 10.931834527854805, 0.2999197363776685 10.931475371806954, 0.2999079619021133 10.931350514881595, 0.2996481384748624 10.931140878444285, 0.2996552031601956 10.931000606921893, 0.2995241139990148 10.930992899693468, 0.2995170493136817 10.930948968487607, 0.2994864356772383 10.930952051379458, 0.2995091996633116 10.930797136024283, 0.2994723063065721 10.93079097023733, 0.2994471874253877 10.93093047113583, 0.2993071443776324 10.931096607417734)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57fe,Savanes,Tône,Tône 4,Korbongou,Kpenbona,Marché de Montante,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.4030125718536789 10.9630384751375, 0.4030107483872821 10.963119033598362, 0.4031803307621812 10.963217493909616, 0.4035614352391049 10.96339114201504, 0.4038768949257452 10.963170949039288, 0.4040027141071221 10.962995510616068, 0.4036909013532753 10.962653584410557, 0.4030125718536789 10.9630384751375)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57fd,Savanes,Tône,Tône 4,Korbongou,Nadjou,Marché de Nadjou,"{jeudi,dimanche}",Oui,"MULTIPOLYGON (((0.37658 10.99922, 0.3765083333333333 11.000519999999998, 0.3775933333333333 11.001271666666666, 0.378475 10.999801666666666, 0.37658 10.99922)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57fc,Savanes,Tône,Tône 4,Korbongou,Tantoga,Marché de Kampang,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.34062 10.96697, 0.3406316666666667 10.966643333333332, 0.3409883333333333 10.966540000000002, 0.3411416666666666 10.967031666666665, 0.3404466666666667 10.967378333333333, 0.340415 10.967006666666668, 0.3406088422894867 10.96696996955628, 0.34062 10.96697)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57fb,Savanes,Tône,Tône 4,Korbongou,Naloate,Marché de Naloate,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.3594683333333333 10.907903333333335, 0.3601033333333333 10.907563333333334, 0.3601033333333333 10.907563333333334, 0.3600766666666667 10.906141666666667, 0.35904 10.906315, 0.3594683333333333 10.907903333333335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57fa,Savanes,Tône,Tône 4,Korbongou,Carrefour Tidonte,Marché Carrefour Tidonte,"{samedi,mercredi}",Oui,"MULTIPOLYGON (((0.2990333333333333 10.97481166666667, 0.2985333333333333 10.976671666666668, 0.2972483333333333 10.976656666666667, 0.29734 10.974581666666666, 0.2990333333333333 10.97481166666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f9,Savanes,Tône,Tône 4,Korbongou,Sankargbongbong,Marché Moale,"{lundi,jeudi}",Non,"MULTIPOLYGON (((0.3703966666666666 10.953963333333336, 0.3708966666666666 10.95408, 0.3710533333333334 10.953579999999999, 0.3708439171335189 10.953455383370507, 0.3703966666666666 10.953963333333336)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f8,Savanes,Tône,Tône 4,Korbongou,Idondjoague,Marché Mampo,Nsp,Oui,"MULTIPOLYGON (((0.3266816666666666 10.992133333333333, 0.3289383333333333 10.991966666666666, 0.3279816666666667 10.989868333333334, 0.3268016666666667 10.990260000000001, 0.3266816666666666 10.992133333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f7,Savanes,Tône,Tône 4,Korbongou,Korbongou,Marché de Korbongou,"{mardi,vendredi}",Oui,"MULTIPOLYGON (((0.3081366666666667 10.911885, 0.3081966666666667 10.912438333333334, 0.3082783333333333 10.912556666666667, 0.3081766666666666 10.913128333333335, 0.3076183333333333 10.913168333333333, 0.30725 10.913165, 0.3071083333333334 10.912925, 0.306555 10.912861666666666, 0.3064883333333333 10.913151666666666, 0.306165 10.913400000000001, 0.3061366666666667 10.913461666666668, 0.3058716666666666 10.913273333333333, 0.3058966666666666 10.91304, 0.30555 10.912899999999999, 0.3056583333333334 10.912026666666668, 0.3057033333333333 10.911788333333334, 0.305865 10.911746666666666, 0.3058483333333333 10.911513333333335, 0.3064383333333333 10.91155, 0.306505 10.911478333333331, 0.3067266666666667 10.911468333333335, 0.307215 10.911591666666668, 0.3072233333333333 10.911741666666668, 0.3073616666666667 10.91177, 0.3075216666666666 10.911745, 0.3076666666666667 10.911798333333335, 0.3078166666666667 10.9117, 0.307905 10.911838333333332, 0.3081366666666667 10.911885)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f6,Savanes,Tône,Tône 3,Nioukpourma,Yenyane,Marché de Yenyane,"{dimanche,jeudi}",Oui,"MULTIPOLYGON (((0.1483748349705491 10.841264629181484, 0.148405313987843 10.84115650562396, 0.148370044456496 10.841129300500786, 0.1483815489458749 10.841049500152433, 0.1483304977742555 10.841045969163076, 0.1483218694072213 10.84107633567018, 0.1481687158923634 10.841049500152428, 0.1481262930877783 10.841159666999427, 0.1483748349705491 10.841264629181484)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f5,Savanes,Tône,Tône 3,Nioukpourma,Nioukpourma,Marché de Nioukpourma,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.1338266666666667 10.830781666666667, 0.1336736442868848 10.829557435774522, 0.1341311338759234 10.829555886319664, 0.1346971654861531 10.830737853818942, 0.1338266666666667 10.830781666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f4,Savanes,Tône,Tône 3,Nioukpourma,Gbatanague,Marché de Gbatanague,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.0944033333333333 10.859556666666666, 0.0941116666666667 10.85957, 0.0941116666666667 10.85957, 0.0940683333333333 10.859928333333334, 0.0937966666666667 10.860746666666667, 0.0950666666666667 10.860715, 0.0950883333333333 10.859640000000002, 0.0944033333333333 10.859556666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f3,Savanes,Tône,Tône 3,Nioukpourma,Nampante,Marché de Dakalfam,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.1162761388362318 10.863918293612198, 0.1170016666666667 10.864061666666665, 0.1170565735083767 10.86386777729385, 0.1163016666666667 10.863714999999997, 0.1162761388362318 10.863918293612198)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f2,Savanes,Tône,Tône 4,Sanfatoute,Tidonte,Marché de Tidonte,"{lundi,jeudi,dimanche}",Oui,"MULTIPOLYGON (((0.3044933333333333 10.996295000000002, 0.3041016666666667 10.998175, 0.3022933333333333 10.997946666666667, 0.3026566666666667 10.996053333333334, 0.3044933333333333 10.996295000000002)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-57f1,Savanes,Tône,Tône 4,Sanfatoute,Yemboate,Marché de Yemboate,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((0.295105 11.043998333333331, 0.2962166666666667 11.044746666666667, 0.2960083333333333 11.04521, 0.2954433333333333 11.045631666666669, 0.2945716666666666 11.045275, 0.2944883333333334 11.045480000000001, 0.2942782085266498 11.045481766060195, 0.2943533723580093 11.044894947104568, 0.2946471946078689 11.043769928054948, 0.2950195972268773 11.043773281322306, 0.295105 11.043998333333331)))"
