FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2622,Kara,Assoli,Assoli 1,Dako (Daoude),GNATA,Plantation Ourou-gbele,2014,Prive - individuel,POINT (1.0693766666666666 9.296318333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2623,Kara,Assoli,Assoli 1,Dako (Daoude),BONEÏSINDA,Plantation Ouro-gbele,1996,Prive - individuel,POINT (1.064231972139443 9.29799086489712)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2624,Kara,Assoli,Assoli 1,Dako (Daoude),NYALLOU,Plantation Sayibou,2005,Prive - individuel,POINT (1.0512016666666668 9.314306666666665)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2625,Kara,Assoli,Assoli 1,Dako (Daoude),OURO-AWOSSIDE,Plantation Yerima,1996,Prive - individuel,POINT (1.05687 9.305016666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2626,Kara,Assoli,Assoli 1,Dako (Daoude),TCHADJAO,Plantation Kozi,2019,Prive - individuel,POINT (1.0413166666666667 9.306939999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2627,Kara,Assoli,Assoli 1,Dako (Daoude),TCHAMDA,Plantation Kozi,2007,Prive - individuel,POINT (1.03705 9.309345)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2628,Kara,Assoli,Assoli 1,Dako (Daoude),N'GUERE,Plantation Gado,2020,Prive - individuel,POINT (1.0502766666666665 9.305416666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2629,Kara,Assoli,Assoli 1,Dako (Daoude),KOGOYO,Plantation Meme,2009,Prive - individuel,POINT (1.0487600000000001 9.304526666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262a,Kara,Assoli,Assoli 1,Dako (Daoude),GOUNOUBONOKODJO,Plantation Ouro-gbele,2013,Prive - individuel,POINT (1.0616145388226765 9.298561051165716)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262b,Kara,Assoli,Assoli 1,Dako (Daoude),BONISSINDA,Plantation Ouro-gbele,2017,Prive - individuel,POINT (1.0658502964039667 9.297399189491802)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262c,Kara,Assoli,Assoli 1,Dako (Daoude),Felima,Plantation Ouro-gbele,2004,Prive - individuel,POINT (1.0647940636415854 9.300410817931429)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262d,Kara,Assoli,Assoli 1,Dako (Daoude),KOUDJODOLOU,Plantation Atakora,2004,Prive - individuel,POINT (1.1299938587348923 9.387168273061471)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262e,Kara,Assoli,Assoli 1,Dako (Daoude),KOUDJODOULOU,Plantation Kokomna,2017,Prive - individuel,POINT (1.1415356736184932 9.377121901270963)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_262f,Kara,Assoli,Assoli 1,Bouladè,ABAKOUTE,Plantation Ouro -agoro,1985,Prive - individuel,POINT (1.2483416666666667 9.42026)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2630,Kara,Assoli,Assoli 1,Bouladè,KAYALE,Plantation Gouni,2017,Prive - individuel,POINT (1.2517266666666667 9.401951666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2631,Kara,Assoli,Assoli 1,Bouladè,KPAYA-WORO,Plantation Baba,1995,autre,POINT (1.1596633333333335 9.377984999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2632,Kara,Assoli,Assoli 1,Bouladè,KPAYAWORO,Plantation Baba,2005,Prive - individuel,POINT (1.15791 9.376831666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2633,Kara,Assoli,Assoli 1,Bouladè,TCHOUKOUMA,Plantation Assouma,2008,Prive - individuel,POINT (1.1664879486180315 9.364836948445678)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2634,Kara,Assoli,Assoli 1,Bouladè,SOURI KATAGAN,Plantation Essowavana,1990,Prive - individuel,POINT (1.2184888623709236 9.392252784228573)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2635,Kara,Assoli,Assoli 1,Bouladè,SOURI KATANGA,Plantation Essowavana,2006,Prive - individuel,POINT (1.221255 9.401388333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2636,Kara,Assoli,Assoli 1,Bouladè,AGBAKEWAYOU,Plantation Agbakewayou,2010,Prive - individuel,POINT (1.1806733333333335 9.370271666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2637,Kara,Assoli,Assoli 1,Bouladè,BOULADE CENTRE,Plantation Djaga,2018,Nsp,POINT (1.2262866666666667 9.434466666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2638,Kara,Assoli,Assoli 1,Bouladè,GANDO,Plantation Bassabi,1985,Prive - individuel,POINT (1.2093319434089507 9.434928305888336)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2639,Kara,Assoli,Assoli 1,Bouladè,KALAMPAÏ,Plantation Petchedi,1998,Prive - individuel,POINT (1.196715404783342 9.423084602562286)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263a,Kara,Assoli,Assoli 1,Bouladè,KALAMPAÏ,Plantation Tidjani Roufaï,2013,Prive - entreprise,POINT (1.1949270944995691 9.409128687241822)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263b,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Tchakoura,1965,Prive - Collectivite coutumiere,POINT (1.2711183333333334 9.353461666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263c,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO ABOKODE,Plantation Aguewou,2002,Prive - individuel,POINT (1.2789966666666668 9.35949)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263d,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Yaya-adame,2007,Prive - individuel,POINT (1.2768333333333333 9.358115)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263e,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Gouni,2010,Prive - individuel,POINT (1.269115 9.359468333333332)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_263f,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Ourotou,2015,Nsp,POINT (1.2772883333333334 9.350425)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2640,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Ourokoura,1997,Nsp,POINT (1.27187 9.35504)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2641,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Koboyaworo,1997,Nsp,POINT (1.2778850000000002 9.363731666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2642,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Koboyaworo,2002,Nsp,POINT (1.2769066666666666 9.362266666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2643,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Tchafaram,2004,Prive - individuel,POINT (1.2791816666666667 9.359991666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2644,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Tchafaram,2012,Prive - individuel,POINT (1.2802783333333334 9.362518333333332)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2645,Kara,Assoli,Assoli 1,Bafilo,TCHONWORO,Plantation Tchafaram,1993,Prive - individuel,POINT (1.279135 9.361156666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2646,Kara,Assoli,Assoli 1,Bafilo,TCHOUKOUMA,Plantation Essodonissi,2000,Prive - Collectivite coutumiere,POINT (1.155355 9.337921666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2647,Kara,Assoli,Assoli 1,Bafilo,TCHOUKOUMA,Plantation Bouraïma,1996,Prive - individuel,POINT (1.1524383333333332 9.331169999999998)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2648,Kara,Assoli,Assoli 1,Bafilo,TCHOUKOUMA,Plantation Lao Aboubakar,2005,Prive - individuel,POINT (1.1697389618140097 9.360053174972762)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2649,Kara,Assoli,Assoli 1,Bafilo,TCHOUKOUMA,Plantation Assama,1995,Prive - individuel,POINT (1.168711901571411 9.358248994788788)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264a,Kara,Assoli,Assoli 1,Bafilo,FOULDON,Plantation Banavei,1993,Prive - individuel,POINT (1.2142966666666666 9.3649)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264b,Kara,Assoli,Assoli 2,Alédjo,MODA,Plantation Aboulaye,2005,Prive - individuel,POINT (1.1960283333333335 9.263678333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264c,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Issa,2015,Nsp,POINT (1.0830824249252187 9.273309930354738)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264d,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Tabe,2017,Prive - individuel,POINT (1.0936180684252286 9.277416025047321)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264e,Kara,Assoli,Assoli 2,Alédjo,ALEDJO-KADARA,Plantation Foyer de Charite,1963,Prive - individuel,POINT (1.2105833333333333 9.258551666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_264f,Kara,Assoli,Assoli 2,Alédjo,DIKORODE,Plantation Ouro-koura,2014,Prive - individuel,POINT (1.193521889612481 9.29116848855135)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2650,Kara,Assoli,Assoli 2,Alédjo,TAGBADE,Plantation Bangana,1997,Prive - individuel,POINT (1.2169533333333333 9.278435)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2651,Kara,Assoli,Assoli 2,Alédjo,TAGBADE,Plantation Ali,1993,Prive - individuel,POINT (1.1807100000000001 9.289973333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2652,Kara,Assoli,Assoli 2,Alédjo,DIKORODE,Plantation Esso,2009,Prive - individuel,POINT (1.1986156296843682 9.292085613584334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2653,Kara,Assoli,Assoli 2,Alédjo,DIKOREDE,Plantation Ouro Koura,2019,Prive - individuel,POINT (1.1938323770088854 9.288670111870726)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2654,Kara,Assoli,Assoli 2,Alédjo,DIKOREDE,Plantation Ouro Gao,2020,Prive - individuel,POINT (1.1950903568468163 9.289248550653506)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2655,Kara,Assoli,Assoli 2,Alédjo,AGARDE,Plantation Amirou,2017,Prive - individuel,POINT (1.2140233333333332 9.280413333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2656,Kara,Assoli,Assoli 2,Alédjo,AGARDE,Plantation Amirou,2011,Prive - individuel,POINT (1.2132980086881826 9.28756547898361)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2657,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Tchaniley,2000,Nsp,POINT (1.2130083333333335 9.289520000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2658,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Agouna,2000,Nsp,POINT (1.21718 9.288133333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2659,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Bouraïma,2015,Nsp,POINT (1.2159033333333333 9.287468333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265a,Kara,Assoli,Assoli 2,Alédjo,AGAREDE,Plantation Moussa,2018,Prive - individuel,POINT (1.2162983333333335 9.281436666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265b,Kara,Assoli,Assoli 2,Alédjo,DINDJANE,Plantation Ouro,2012,Prive - individuel,POINT (1.2141633333333335 9.282758333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265c,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Lawiya,2007,Prive - individuel,POINT (1.21987 9.28476)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265d,Kara,Assoli,Assoli 2,Alédjo,DIKORODE,Plantation Ouro-gneni,2017,Prive - Collectivite coutumiere,POINT (1.1866349999999999 9.28539)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265e,Kara,Assoli,Assoli 2,Alédjo,DIKORODE,Plantation Ouro-kora,1980,Prive - individuel,POINT (1.1895 9.288728333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_265f,Kara,Assoli,Assoli 2,Alédjo,DIKORODE,Plantation Ouro-kora,2007,Prive - individuel,POINT (1.1930533333333333 9.289610000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2660,Kara,Assoli,Assoli 2,Alédjo,TAGBADE,Plantation Communautaire de Tagbade,Nsp,Prive - Collectivite coutumiere,POINT (1.1796483333333332 9.288576666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2661,Kara,Assoli,Assoli 2,Alédjo,TAGBADE,Plantation Tchedre,2002,Prive - individuel,POINT (1.18168 9.289240000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2662,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Lawuiya,2012,Prive - individuel,POINT (1.214883676434751 9.289874358292918)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2663,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Amidou,2013,Prive - individuel,POINT (1.2032778129829245 9.283123397787952)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2664,Kara,Assoli,Assoli 2,Alédjo,AGARADE,Plantation Amidou,2017,Prive - individuel,POINT (1.206389790600881 9.285797200065455)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2665,Kara,Assoli,Assoli 2,Alédjo,KPITCHITCHAO,Plantation Kpegouni,2015,Prive - individuel,POINT (1.2322933870405117 9.294387613358769)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2666,Kara,Assoli,Assoli 2,Alédjo,BOUZIRE,Plantation Tagba,2005,Prive - individuel,POINT (1.2354166666666666 9.295138333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2667,Kara,Assoli,Assoli 2,Alédjo,KADJALOUA,Plantation Yakoubou,2005,Prive - individuel,POINT (1.2438934215523143 9.289799813309049)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2668,Kara,Assoli,Assoli 2,Alédjo,KATCHALADE,Plantation Tchagandi,1998,Prive - Collectivite coutumiere,POINT (1.2331736436669787 9.293835985259097)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2669,Kara,Assoli,Assoli 2,Alédjo,TOWODA,Plantation Akpo,2004,Prive - individuel,POINT (1.1028716666666667 9.289953333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266a,Kara,Assoli,Assoli 2,Alédjo,TOWODA,Plantation Tchakekpei,2016,Prive - individuel,POINT (1.0995816666666667 9.289531666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266b,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Idrissou,2016,Nsp,POINT (1.1000583333333334 9.280921666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266c,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Zangaba,2015,Nsp,POINT (1.1124800000000001 9.267255)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266d,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Essofa,2017,Prive - Collectivite coutumiere,POINT (1.1000963459497042 9.276947400319582)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266e,Kara,Assoli,Assoli 2,Alédjo,EFOLO,Plantation Tchazawa,2010,Prive - individuel,POINT (1.101843743629111 9.278401801904788)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_266f,Kara,Assoli,Assoli 2,Koumondè,BOLA,Plantation Baganna,1990,Prive - individuel,POINT (1.2419560060030197 9.316636677055905)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2670,Kara,Assoli,Assoli 2,Koumondè,KATCHALDE,Plantation Kezire,1990,Prive - Collectivite coutumiere,POINT (1.2285970752448923 9.300000930603558)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2671,Kara,Assoli,Assoli 2,Koumondè,MARCHANDE,Plantation Koura,1998,Prive - individuel,POINT (1.2291803009648978 9.299568886212391)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2672,Kara,Assoli,Assoli 2,Koumondè,BOLA,Plantation Bangna,2003,Prive - individuel,POINT (1.2456166666666666 9.3258)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2673,Kara,Assoli,Assoli 2,Koumondè,KATCHALADE,Plantation Esoula Aboje Jerry,2011,Prive - individuel,POINT (1.2333383333333332 9.298303333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2674,Kara,Assoli,Assoli 2,Koumondè,BANBOUA,Plantation Batcha,2009,Prive - individuel,POINT (1.2302049999999998 9.298691666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2675,Kara,Assoli,Assoli 3,Soudou,KAYALI,Plantation Adam,2018,Prive - individuel,POINT (1.2604849999999999 9.419581666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2676,Kara,Assoli,Assoli 3,Soudou,AGBANDAOUDE ASSONI,Plantation Adam,2002,Prive - individuel,POINT (1.3516480532253303 9.278324048545274)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2677,Kara,Assoli,Assoli 3,Soudou,AGBANDAOUDE ASSONI,Plantation Ouro-akondo,2015,Prive - individuel,POINT (1.3502538440500962 9.277020987376982)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2678,Kara,Assoli,Assoli 3,Soudou,KAYALE,Plantation Abdou,2015,Prive - individuel,POINT (1.277994903362774 9.433081106832066)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2679,Kara,Assoli,Assoli 3,Soudou,KAYALE,Plantation Atti,2020,Prive - individuel,POINT (1.2800921602640927 9.432322870201286)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267a,Kara,Assoli,Assoli 3,Soudou,KAYALE,Plantation Tchatchedre,2021,Prive - individuel,POINT (1.2642689468974029 9.423432790085638)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267b,Kara,Assoli,Assoli 3,Soudou,SARA,Plantation Alassani,2007,Prive - individuel,POINT (1.2931266666666665 9.366953333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267c,Kara,Assoli,Assoli 3,Soudou,TCHONWORO,Plantation Gouni,2015,Prive - individuel,POINT (1.271695 9.381235)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267d,Kara,Assoli,Assoli 3,Soudou,TCHONWORO,Plantation Karim,2010,Prive - individuel,POINT (1.2744499999999999 9.38408)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267e,Kara,Assoli,Assoli 3,Soudou,ABAKOUDE,Plantation Tchabalo,2007,Prive - individuel,POINT (1.257235 9.407546666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_267f,Kara,Assoli,Assoli 3,Soudou,KAYALI,Plantation Sani,2019,Prive - individuel,POINT (1.273145 9.411755)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2680,Kara,Assoli,Assoli 3,Soudou,KAYALI,Plantation Ati,2018,Prive - individuel,POINT (1.2612199999999998 9.416288333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2681,Kara,Assoli,Assoli 3,Soudou,TCHONWORO,Plantation Aliou,2013,Prive - individuel,POINT (1.2876133333333333 9.377291666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2682,Kara,Assoli,Assoli 3,Soudou,TCHONWORO,Plantation Tchafaram,2012,Prive - individuel,POINT (1.2873933333333334 9.375195)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2683,Kara,Assoli,Assoli 3,Soudou,TCHONWORO,Plantation Tchafaram,2013,Prive - individuel,POINT (1.282775 9.370966666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2684,Kara,Assoli,Assoli 3,Soudou,Kolo,Plantation Zato,2000,Prive - individuel,POINT (1.3063071048544743 9.36652760769627)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2685,Kara,Assoli,Assoli 3,Soudou,GANDE KEDEGNADA,Plantation Tchaniley,1993,Prive - individuel,POINT (1.3347152203239603 9.369254555169364)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2686,Kara,Assoli,Assoli 3,Soudou,GANDE BOURANDA,Plantation Tchaniley,1993,Nsp,POINT (1.3315916666666667 9.355398333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2687,Kara,Assoli,Assoli 3,Soudou,KOLO,Plantation Communautaire de Kolo,1965,Prive - Collectivite coutumiere,POINT (1.3189833333333332 9.358833333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2688,Kara,Assoli,Assoli 3,Soudou,ALAWADE,Plantation Ouro Djobo,2012,Prive - individuel,POINT (1.3635966666666666 9.368886666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2689,Kara,Assoli,Assoli 3,Soudou,TOMBOYISSOU,Plantation Ouro Gaffo,2012,Prive - individuel,POINT (1.3830416666666667 9.369628333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268a,Kara,Assoli,Assoli 3,Soudou,TOMBOYISSOU,Plantation Tayirou,2012,Prive - individuel,POINT (1.38325047835087 9.370769286398444)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268b,Kara,Assoli,Assoli 3,Soudou,TOMBOYISSOU,Plantation Meme,2010,Prive - individuel,POINT (1.3826009684582699 9.367377558604032)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268c,Kara,Assoli,Assoli 3,Soudou,TOMBOYISSOU,Plantation Kpalo,2015,Prive - individuel,POINT (1.3831534972061554 9.366663494490282)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268d,Kara,Assoli,Assoli 3,Soudou,DOUMBO,Plantation Tchani,1986,Prive - individuel,POINT (1.33565 9.372918333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268e,Kara,Assoli,Assoli 3,Soudou,DOUMBO,Plantation Katai,Nsp,Prive - individuel,POINT (1.3356161943617353 9.372547571613316)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_268f,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchani,1993,Prive - individuel,POINT (1.3248546032432926 9.36814938448437)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2690,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alafare,1998,Prive - individuel,POINT (1.3257382026686182 9.36755473493871)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2691,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Bedou,2009,Prive - individuel,POINT (1.3278982244797828 9.405181273828381)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2692,Kara,Assoli,Assoli 3,Soudou,Kolo,Plantation Djeri,2000,Prive - individuel,POINT (1.3145778866739715 9.352902429852781)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2693,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOUN,Plantation Esso,1995,Prive - individuel,POINT (1.3398138295155084 9.418547733540418)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2694,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOUN,Plantation Yorou,1999,Prive - individuel,POINT (1.343870465551915 9.416727775931633)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2695,Kara,Assoli,Assoli 3,Soudou,TOMBOISSI,Plantation Gaumboda,2007,Prive - individuel,POINT (1.373355 9.362065)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2696,Kara,Assoli,Assoli 3,Soudou,TOMBOISSI,Plantation Yorou,1994,Prive - individuel,POINT (1.3749283333333333 9.364483333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2697,Kara,Assoli,Assoli 3,Soudou,TOMBOISSI,Plantation Kerim,2014,Prive - individuel,POINT (1.3751566666666666 9.366038333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2698,Kara,Assoli,Assoli 3,Soudou,TOMBOISSI,Plantation Kerim,2000,Prive - individuel,POINT (1.372155 9.363118333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2699,Kara,Assoli,Assoli 3,Soudou,TOMBOISSI,Plantation Kerim,2002,Prive - individuel,POINT (1.3681583333333334 9.357283333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269a,Kara,Assoli,Assoli 3,Soudou,GANDE WOLIA,Plantation Biao,2002,Prive - individuel,POINT (1.3396928774788857 9.405076848491658)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269b,Kara,Assoli,Assoli 3,Soudou,GANDE SOUMBOLA,Plantation Alafari,1990,Prive - individuel,POINT (1.3365768035454757 9.409399991222829)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269c,Kara,Assoli,Assoli 3,Soudou,GANDE TIKPE,Plantation Tchani,2002,Prive - individuel,POINT (1.3443714564093334 9.435433883833735)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269d,Kara,Assoli,Assoli 3,Soudou,GANDE TIKPE,Plantation Tchani,2016,Prive - individuel,POINT (1.343699686529135 9.433768271844876)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269e,Kara,Assoli,Assoli 3,Soudou,SOUDOU,Plantation Kerim,2012,Prive - individuel,POINT (1.3620716666666666 9.373011666666667)
