FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_nom,cooperative_statut,cooperative_type,geometry
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c27,Plateaux,Kloto,Kloto 1,Kpadapé,Kpadapé,Coopérative Soleil,{Cooperative production},Nsp,POINT (0.5904050000000001 6.837545)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c26,Plateaux,Haho,Haho 4,Kpegnon (Haito),Kpegno-adja,Coopérative Trotrognon,{Cooperative production},Nsp,POINT (1.0285716666666667 7.191808333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c25,Plateaux,Haho,Haho 4,Kpegnon (Haito),Fiakome,Coopérative Azonko,{Cooperative production},Nsp,POINT (1.009335 7.18778)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c24,Plateaux,Haho,Haho 4,Akpakpakpé,N'nakpekou Cope,Coopérative Care - Alliance,"{Cooperative production,Cooperative transformation}",Nsp,POINT (1.0288364450614456 7.138172302033776)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c23,Plateaux,Haho,Haho 4,Kpegnon (Haito),Cope-yeye 2,Coopérative Care - Kessinonou,"{Cooperative production,tontine}",Nsp,POINT (1.0057332205190819 7.122094431807562)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c22,Plateaux,Haho,Haho 4,Kpegnon (Haito),Baya Cope,Coopérative Gpc Baya Cope,{Cooperative production},Nsp,POINT (0.9426334668994598 7.176289942350009)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c21,Plateaux,Haho,Haho 4,Kpegnon (Haito),Baya Cope,Coopérative Amis des Abeilles,"{Cooperative production,autre}",Nsp,POINT (0.940148920345217 7.1742937359997105)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c20,Plateaux,Haho,Haho 4,Kpegnon (Haito),Baya Cope,Coopérative Hezouwe,"{Cooperative production,autre}",Nsp,POINT (0.9497714457351022 7.159463026442345)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1f,Plateaux,Kloto,Kloto 1,Tomé,Tome,Coopérative Ganyo,{Cooperative transformation},Nsp,POINT (0.6677107949823197 6.811643151747593)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1e,Plateaux,Kloto,Kloto 1,Tomé,Lovi Cope,Coopérative Espoir,{Cooperative production},Nsp,POINT (0.6356399630129523 6.794151932333085)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1d,Plateaux,Kloto,Kloto 1,Tomé,Tchokpo Kope,Coopérative Mokpokpo,{Cooperative production},Nsp,POINT (0.6434166666666666 6.811776666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1c,Plateaux,Kloto,Kloto 1,Tomé,Tome,Coopérative Nomessi,{Cooperative production},Nsp,POINT (0.6673683333333333 6.809785)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1b,Plateaux,Kloto,Kloto 1,Tomé,Tome,Coopérative Adodea,{Cooperative transformation},Nsp,POINT (0.6684834958363626 6.810711260109431)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c1a,Plateaux,Kloto,Kloto 1,Tomé,Lovi Cope,Coopérative degnigban,{Cooperative production},Nsp,POINT (0.6362450000000001 6.794165)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c19,Plateaux,Kloto,Kloto 1,Tomé,Agripatodzi,Coopérative Miwenenyo,"{Cooperative production,entraide,tontine}",Nsp,POINT (0.631765 6.807831666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c18,Plateaux,Kloto,Kloto 1,Tomé,Agripatodzi,Coopérative lolonyo,{Cooperative production},Nsp,POINT (0.6309283333333333 6.808885)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c17,Plateaux,Kloto,Kloto 1,Tomé,Agripatodzi,Coopérative Agblenyo,{Cooperative production},Nsp,POINT (0.6310766666666667 6.808409999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c16,Plateaux,Kloto,Kloto 1,Tomé,Kalakala,Coopérative dedekpokpo,{Cooperative production},Nsp,POINT (0.6081933333333333 6.806175)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c15,Plateaux,Kloto,Kloto 1,Tomé,Aveho,Coopérative Sessi Agblenyo,{Cooperative production},Nsp,POINT (0.6262016666666667 6.806045)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c14,Plateaux,Kloto,Kloto 1,Tomé,Kalakala,Coopérative Mawussi,{Cooperative production},Nsp,POINT (0.6014567549686218 6.798330669051298)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c13,Plateaux,Kloto,Kloto 1,Tomé,Kalakala,Coopérative Aménuvévé,{Cooperative transformation},Nsp,POINT (0.601165 6.798535)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c12,Plateaux,Kloto,Kloto 1,Tomé,Kalakala,Coopérative Novissi,{Cooperative production},Nsp,POINT (0.6011574916878158 6.798440706578833)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c11,Plateaux,Kloto,Kloto 1,Kpadapé,Kpadape,Coopérative Sitsope,{Cooperative production},Nsp,POINT (0.590125 6.841830000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c10,Plateaux,Kloto,Kloto 1,Kpadapé,Kpadape,Coopérative Kekeli,{Cooperative production},Nsp,POINT (0.5944039398232323 6.843641400018184)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0f,Plateaux,Kloto,Kloto 1,Kpadapé,Kpadape,Coopérative Akpenamawu,{Cooperative production},Nsp,POINT (0.5921433333333332 6.824391666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0e,Plateaux,Kloto,Kloto 1,Kpadapé,Atchikouto,Coopérative Colline À Trois Étoiles,"{Cooperative production,entraide,small business,Cooperative transformation}",Nsp,POINT (0.6067333333333333 6.812146666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0d,Plateaux,Kloto,Kloto 1,Kpadapé,Yeviepe,Coopérative Midezon,{Cooperative production},Nsp,POINT (0.5802451095559876 6.820354029918232)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0c,Plateaux,Kloto,Kloto 1,Kpadapé,Kpadape,Coopérative Edoudzi,"{Cooperative production,small business}",Nsp,POINT (0.59157 6.836546666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0b,Plateaux,Kloto,Kloto 1,Kpadapé,Kawou-blitta,Coopérative Procab,{Cooperative production},Nsp,POINT (0.60838 6.822848333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c0a,Plateaux,Kloto,Kloto 1,Kpadapé,Holo-kope,Coopérative lekegname,{Cooperative production},Nsp,POINT (0.6225516666666666 6.823174999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c09,Plateaux,Kloto,Kloto 1,Kpadapé,Togognive,Coopérative Scoops Procab,{Cooperative production},Nsp,POINT (0.5803366666666666 6.7743866666666674)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c08,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Agame,Coopérative Nevame,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.7088178601958095 7.05107707135523)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c07,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Agame,Coopérative Uccr ( Union Cantonale des Coopératives de Producteurs de Riz ) Dieu Donne,{Cooperative production},Nsp,POINT (0.7079089229387333 7.050031075963193)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c06,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Moba-kope,Coopérative Natane,{Cooperative production},Nsp,POINT (0.7426653172430298 7.028787639175278)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c05,Plateaux,Kloto,Kloto 1,Gbalabé,Tchadome,Coopérative Xonam,{Cooperative transformation},Nsp,POINT (0.6050125435780749 6.869826833506356)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c04,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Akata Kanan,Coopérative Mokpokpo,{Cooperative production},Nsp,POINT (0.7053849999999999 7.037321666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c03,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Atikedi Cope,Coopérative Novissi,{Cooperative production},Nsp,POINT (0.7593455391942843 7.004058152465316)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c02,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Adjato-cope,Coopérative Pitale,{Cooperative production},Nsp,POINT (0.7563516812341418 7.012486763499705)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c01,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Kpetassi,Coopérative Dignabana,{Cooperative production},Nsp,POINT (0.7355428630041316 7.023476600150481)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5c00,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Agame,Coopérative Amenuveve,{Cooperative transformation},Nsp,POINT (0.708125167224377 7.048838297432827)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bff,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Adame,Coopérative Jelufap,{Cooperative production},Nsp,POINT (0.710500784554026 7.055313629505022)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bfe,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Sonaph,Coopérative lidaouwe,{Cooperative production},Nsp,POINT (0.7383507843609023 7.0368276198813255)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bfd,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Kagnire-kope,Coopérative Alaba,{Cooperative production},Nsp,POINT (0.7561051579506988 7.012469821806848)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bfc,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative duanenyo,"{Cooperative production,small business}",Nsp,POINT (0.7203352768226762 7.081280315978338)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bfb,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Novive,Coopérative Amen,{Cooperative production},Nsp,POINT (0.7204964217457711 7.077486926646445)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bfa,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Anyo,{Cooperative production},Nsp,POINT (0.721670583815969 7.08229268125153)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf9,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Milawoe,{Cooperative production},Nsp,POINT (0.7199739663821761 7.079868663238356)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf8,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Santé Vie,{Cooperative production},Nsp,POINT (0.7199341864261418 7.079928491672452)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf7,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Espoir,{Cooperative production},Nsp,POINT (0.7201482431903118 7.081438183635088)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf6,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Kekeli,{Cooperative production},Cooperative simple,POINT (0.7250042558872984 7.076188554271685)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf5,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Beme,Coopérative Assilasime,{Cooperative production},Nsp,POINT (0.7184384543293101 7.074738793291245)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf4,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Klaxoe,Coopérative Faladema,{Cooperative production},Nsp,POINT (0.6927479312393428 7.084692348568944)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf3,Plateaux,Kloto,Kloto 1,Womé,Wome,Coopérative denyo,{Cooperative production},Nsp,POINT (0.5768309990641852 6.850880749673442)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf2,Plateaux,Kloto,Kloto 1,Womé,Wome,Coopérative Emegno,{Cooperative production},Nsp,POINT (0.5771547633489071 6.850383474697813)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf1,Plateaux,Kloto,Kloto 1,Womé,Wome,Coopérative Avenir,{Cooperative production},Nsp,POINT (0.5762612959311221 6.845141152296766)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bf0,Plateaux,Kloto,Kloto 1,Womé,Atihome,Coopérative Groupement Lonlonyo,{Cooperative transformation},Nsp,POINT (0.5726489432327072 6.8421300670323)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bef,Plateaux,Kloto,Kloto 1,Gbalabé,Tsadomé,Coopérative Aménuvévé,{Cooperative production},Nsp,POINT (0.60497 6.869808333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bee,Plateaux,Kloto,Kloto 1,Gbalabé,Gbalavé,Coopérative Éménéfa,{Cooperative production},Nsp,POINT (0.6013483333333334 6.863495)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bed,Plateaux,Kloto,Kloto 1,Gbalabé,Volove,Coopérative Novissi,{Cooperative transformation},Nsp,POINT (0.6167216666666667 6.876453333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bec,Plateaux,Kloto,Kloto 1,Gbalabé,Aveno,Coopérative Enyo,{Cooperative production},Nsp,POINT (0.6027830727668179 6.8661120437065115)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5beb,Plateaux,Kloto,Kloto 1,Gbalabé,Blanu-kope,Coopérative Zunukpo,{Cooperative production},Nsp,POINT (0.6012955019365475 6.8705195500551115)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bea,Plateaux,Kloto,Kloto 1,Gbalabé,Avenon,Coopérative Anyo,{Cooperative production},Nsp,POINT (0.6021455800984413 6.8633220547165426)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be9,Plateaux,Kloto,Kloto 1,Gbalabé,Volove,Coopérative Zonou,{Cooperative production},Nsp,POINT (0.6171428643908993 6.876971243210642)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be8,Plateaux,Kloto,Kloto 1,Gbalabé,Volove,Coopérative lonlonounyue,{Cooperative production},Nsp,POINT (0.61717 6.877161666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be7,Plateaux,Kloto,Kloto 1,Gbalabé,Aveno,Coopérative Kekeli,{Cooperative production},Nsp,POINT (0.5982033333333334 6.861568333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be6,Plateaux,Kloto,Kloto 1,Gbalabé,Dugan,Coopérative Union Fait la Force,{Cooperative production},Nsp,POINT (0.6016733333333334 6.88864)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be5,Plateaux,Kloto,Kloto 1,Hanyigba,Dugan,Coopérative Theoufema,{Cooperative production},Nsp,POINT (0.5934766666666668 6.916426666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be4,Plateaux,Kloto,Kloto 1,Hanyigba,Dugan,Coopérative Amenouveve,{Cooperative production},Cooperative simple,POINT (0.6049450000000001 6.90863)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be3,Plateaux,Kloto,Kloto 1,Hanyigba,Hanyigba Todzi,Coopérative lolognon,{Cooperative production},Cooperative simple,POINT (0.56345479062888 6.894085971833024)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be2,Plateaux,Kloto,Kloto 1,Hanyigba,Hanyigba-todzi,Coopérative Ntifafa,{Cooperative production},Cooperative simple,POINT (0.5639083333333333 6.895598333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be1,Plateaux,Kloto,Kloto 2,Lavié,Huime,Coopérative Nenyo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6794033333333334 7.013098333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5be0,Plateaux,Kloto,Kloto 2,Lavié,Huime,Coopérative Zoyingo,"{Cooperative production,Cooperative transformation}",Cooperative avec conseil d administration,POINT (0.6792975011214272 7.013011534093473)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bdf,Plateaux,Kloto,Kloto 2,Lavié,Huime,Coopérative Kekeli,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6793702429361993 7.013181175320474)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bde,Plateaux,Kloto,Kloto 2,Lavié,Huimé,Coopérative Uccr Mokpokpo de lavie Huime,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6790518717311479 7.014281256488091)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bdd,Plateaux,Kloto,Kloto 2,Lavié,Huimé,Coopérative Espoir de lavie Huimé,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6775431458331623 7.013901860116469)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bdc,Plateaux,Kloto,Kloto 2,Lavié,Agode,Coopérative Solim D'agode,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6365781458355815 7.047728251194597)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bdb,Plateaux,Kloto,Kloto 2,Lavié,Agode,Coopérative Essolakina,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6354516666666666 7.049288333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bda,Plateaux,Kloto,Kloto 2,Lavié,Agoviepe,Coopérative Mokpokpo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7017816666666667 7.0191766666666675)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd9,Plateaux,Kloto,Kloto 2,Lavié,Savagna,Coopérative Gpc Midodzi,{autre},Nsp,POINT (0.6383601928320727 7.0625711061965175)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd8,Plateaux,Kloto,Kloto 2,Lavié,Tsavanya,Coopérative Amenouveve,{Cooperative production},Nsp,POINT (0.6382029147012424 7.064131447049929)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd7,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative Teoufema,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.6908174118172691 7.033529362168941)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd6,Plateaux,Kloto,Kloto 2,Lavié,Adagali Kpota,Coopérative lidao,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.6946059371604072 7.034958841561785)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd5,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative lanzi,{Cooperative production},Nsp,POINT (0.6912440427836191 7.030889536748408)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd4,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,Kametonou,Coopérative Agbelenko de Kametonou,{Cooperative production},Cooperative avec conseil d administration,POINT (0.522475 6.968081666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd3,Plateaux,Kloto,Kloto 2,Lavié,Tamkope5,Coopérative Pouwereou,{Cooperative production},Nsp,POINT (0.6956695364814254 7.031412419231955)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd2,Plateaux,Kloto,Kloto 2,Lavié,Tsoveme,Coopérative Dignabana,{Cooperative production},Nsp,POINT (0.6929030130003466 7.035523796465459)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd1,Plateaux,Kloto,Kloto 2,Lavié,Tsoveme,Coopérative lanhezie,{Cooperative production},Nsp,POINT (0.6926462019244327 7.036076451074502)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bd0,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative Dissinadama,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.6915948169709064 7.036462017621163)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bcf,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative Gnabana,"{Cooperative transformation,Cooperative production}",Nsp,POINT (0.6927395498050206 7.040460534444511)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bce,Plateaux,Kloto,Kloto 2,Lavié,Akata Ahoble,Coopérative Dama-ninao,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.6936871049394676 7.043975728092638)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bcd,Plateaux,Kloto,Kloto 2,Lavié,Avewi,Coopérative lanhezie,"{Cooperative production,tontine}",Nsp,POINT (0.6561280607305391 7.061372166267142)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bcc,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative Passa,{Cooperative production},Nsp,POINT (0.6736101811787403 7.052501421193852)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bcb,Plateaux,Kloto,Kloto 2,Lavié,Dzogbepime,Coopérative Rissinadama,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.6733976987215193 7.052721147384063)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bca,Plateaux,Kloto,Kloto 2,Lavié,Bossi,Coopérative Association Didoula De Lavie Hoeme,{Cooperative transformation},Nsp,POINT (0.6795233333333339 7.013211666666671)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bc9,Plateaux,Kloto,Kloto 2,Lavié,Niamegbe,Coopérative Gpcc Avanyo,{Cooperative production},Nsp,POINT (0.6605116666666666 7.09899)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bc8,Plateaux,Kloto,Kloto 2,Lavié,Beme Toussi-apedome,Coopérative Panapassa,{Cooperative production},Nsp,POINT (0.6976293976693434 7.0972678843858645)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bc7,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,Kopegan,Coopérative Gali Axayoe,"{Cooperative production,Cooperative transformation,small business}",Cooperative avec conseil d administration,POINT (0.6815916666666666 6.956743333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bc6,Plateaux,Haho,Haho 1,Hahomégbé,Agbave,Coopérative Agbave 1,{Cooperative production},Nsp,POINT (0.9422811363180009 6.9146685033798905)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-5bc5,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,Lavie Apedome,Coopérative Israel de lavie Apedome,{Cooperative production},Cooperative avec conseil d administration,POINT (0.6766683333333333 7.011208333333333)
